id,open_edges
2453,13639-15317-15563-15645-15711-15899-15933-15952-16220-18627-19078-25716-25868-26146-28200-28203-28431-28462-28502-28656-28740-28742-28747-28996-29052-29252-29374-29610-30602-31002-31217-31261-31968-32836-33728-33835-34448-35055-35056-35254-35288-35294-35407-35410-35418-35991-36192-36232-36461-36524-36680-36709-36759-36776-36800-36877-36890-37264-37328-37348-37931-38102-38162-38463-38561-38563-38565-39340-39496-40178-40214-40266-43758-44970-45016-45127-47548-50154-51194-54586-55600-66034-66080-66150-66154-66156-66158-66176-66294-67302-67342-68150-68316-69120-69842-70006-70106-70108-72942-72954-72994-73046-73412-73658-74392-75242-75380-75724-75976-75982-77362-79092-79148-79510-79930-80502-80916-82216-82782-84238-84253-84294-85538-86114-88218-88223-89734-89740-89798-91300-92610-95582-95854-96564-98696-99421-100872-102512-105044-105468-106180-107304-108154-108692-110022-111284-111694-113908-114260-115060-119790-123222-123436-124104-129972-130008-139306-147408-148186-149548-149583-150973-151736-154212-155094-156818-157624
2454,13651
2455,13653-14999-21700-57710-137124
2456,13655
2457,13659
2458,13683-15219-16251-16359-19555-24398-28284-29594-31347-31352-31355-31357-31407-31536-34914-36188-36220-36936-38806-40872-41545-43388-43411-43560-45475-47750-51098-51328-51340-51492-51495-53699-71676-71679-75549-78366-79870-79995-90090-90206-94404-94431-104377-104428-104438-104878-111656-113102-114088-114292-115606-122029-124174-128377-128420-129559-133852-135682-135744-136946-136984-137312-137832-140364-140630-141150-147376-147469-147470-149459-155710
2459,13685-36745
2460,13689
2461,13691-13705
2462,13693-14022-14113-14311-14635-14735-15429-16090-16898-16920-151790
2463,13697-13699-13701-13702
2464,13703-13741-15692
2465,13709-13711-13713-13717-13719-13751-13757-13767-13775-13777-13787-13791-13793-13795-13821-13838-13991-13993-50395
2466,13721
2467,13729-13831-13833-13845
2468,13731-13733
2469,13737
2470,13739-13877-13921-13995-14109-14206-14273-14316-16262-16498-18880-18988-20506-20845-21550-25058-26370-36320-46754-47220-52218-60224-61036-61090-61920-61985-62720-63168-63209-72010-100454-154398-162093
2471,13752-99721-100279-145516
2472,13753
2473,13755-13837-13905-13907-15690-20658-36132-126725
2474,13759-13769-13771-13949-14041
2475,13761-13763-13765-13915-14681-15142-16312-29493-33666-33895-108758-108961
2476,13779
2477,13802-13847-13851-14103-103362-103678
2478,13803-13875-21362-23357-95632-113712-119987-146080
2479,13819-14591-46533-99780-102006-102286
2480,13823-103234-103237-103251-103252-103303-103311-103544-103581-103584-103593-103596-103599-103607-103611-103612-103633-103716-103719-103721-103725-103736-103888-103890-103892-103894-103896-103928-103930-105008-105394-117484-119000-126604-126606-126620-126622-126625-126627-126632-126635-126637-126796-126799-126899-126900-126903-126905-127114-127119-127225-127610-130658-131766-136364-149011-149012
2481,13827-19254-24852-24939
2482,13839-49945-50664-51987-84789-84800
2483,13841-13843-13929
2484,13849-13857-13859-13861-13911-13913
2485,13853
2486,13855
2487,13863
2488,13865-22475-98904-125889
2489,13867
2490,13878-13885-13887-13889-13891-13893-13894-13897-13898-15383-15401-17573
2491,13879
2492,13895-13899
2493,13901-32486
2494,13903
2495,13909
2496,13919-14435-16057-16059-16295-16297-16367-16369-16511-16551-16699-17089-17090-17093-17094-17097-17150-17289-17541-18881-19474-20502-20505-20507-20508-20511-28793-28795-28797-28798-28801-28803-28805-28809-28810-28813-28815-64517-65683-65849-65850-141425-145508-146410-148261-148291
2497,13923-19654-29413-51223-59278-61546-63136-77084-78958-113552-118658-136136-157359-157360-157363-157365-157366-157368-157370-157372-157375-158510-160018-161791
2498,13925
2499,13927-20453-21979-22465
2500,13931
2501,13937
2502,13939-13945-13947-13969-14345-14919-15751-16933-17727-21779-21789-23007-23477-24925-24962-26796-27394-29310-30372-31144-31939-32606-33374-34820-36722-36821-39246-39472-44898-55376-61594-66951-68627-74370-84382-84385-84820-101264-104879-104881-105012-105052-112446-112457-115022-115652-116625-120053-122696-126348-129098-131020-131304-132034-134153-140226-141864-143774-144642-156420-158310-159238
2503,13953-13957
2504,13955
2505,13959-13961
2506,13963
2507,13965-14023-16161-20752-137622-137632
2508,13973
2509,13975-13981-14003-14029-14031-14035-14037-14039-14107
2510,13983-14761-14878-19041-19640-27990-38114-38194-62381-62448-64232-112778-145210
2511,13985-14013-14015-14257-14319-14489-14496-15852-16337-16679-17453-17647-17992-18004-18683-19510-19515-19825-20425-20895-22068-22502-22893-24946-26285-26317-27470-27665-27724-28009-28526-29060-31801-32184-33348-33486-33680-36485-43066-54271-68389-68404-68555-70879-71203-78228-81468-82155-82164-82167-82169-82599-82604-87002-87494-91838-92346-92550-102430-108711-113306-113900-115018-122470-124885-136054-136357-136554-139120-144794-144796-152274
2512,13987
2513,14001-15653
2514,14009-14011
2515,14017
2516,14019
2517,14021-17069-17789-17879
2518,14027
2519,14042-14061-14067-14077-14085-14099-14119-14121-14123-14129-14139-14141-14147-14153-14159-14163-14165-14169-14187-14189-14191-14195-14205-14373-14375-14387-14483-14618-14683-14689-14842-14903-14909-14981-15661-15680-15686-17020-17179-17201-18157-18846-19463-19942-21576-21992-23038-23822-25788-28026-28034-28083-29274-29276-32092-33039-34304-39277-40562-45110-48180-49208-52050-64758-71392-72262-77974-78948-84910-88626-89984-92570-101566-103893-106310-108036-108064-110392-114478-122990-127128-128720-135966-139262-145148-145798-162002-162356
2520,14043-14044-14063-14065-14069-14073-14081-14087-14091-14097-14115-14117-14127-14145-14151-14155-14161-14173-14175-14177-14181-14183-14199-14371-14595-14599-14601-14603-14685-14687-14751-14905-14907-14985-15089-15113-15688-16063-17199-17451-18285-18622-19180-20914-21775-21787-23300-24044-24305-24465-26217-26300-28078-29282-29284-32300-33204-35590-36108-38707-38980-39500-39800-40344-40352-41546-41778-42566-43416-44392-45936-47026-47948-51405-55616-59004-62270-62892-62908-63992-65286-65834-66062-70542-70998-75205-79492-84422-84908-85761-88592-92108-94260-99162-99500-100957-105830-108866-111502-111624-113024-115620-117022-119650-120718-122544-123743-125402-129758-130566-131946-135915-141660-141764-141892-144052-145170-149064-150250-150726-151630-155920-156994-157674-159228
2521,14045-14059-14071-14075-14079-14083-14089-14093-14095-14111-14125-14131-14133-14135-14137-14143-14149-14157-14167-14171-14179-14185-14193-14197-14261-14395-14429-14431-14441-14597-14667-14737-14804-14813-14896-14943-14945-14949-14971-14973-14979-15071-15301-15303-15309-15596-16397-16742-18906-18979-19118-19511-19556-20867-21052-22020-22730-22847-24247-24267-24909-25842-25888-26257-26746-29278-29280-30388-31494-32291-32434-34728-35386-36497-40888-42592-42720-46796-46846-50234-50760-52376-53356-53785-54174-54958-56324-56675-58480-59246-59646-60350-63028-63216-65523-66060-67488-68282-68465-69264-69906-70274-70512-71386-71528-74284-74480-74982-76368-78077-78758-81348-83542-83850-84622-85822-87636-88326-88662-90000-90734-92566-93350-100252-100342-103290-104090-104210-104662-104874-111920-111933-114782-118958-119448-119502-122080-122438-123308-123478-125512-125746-133218-135198-135754-136632-137511-140288-141354-142126-143423-143594-144210-145504-146350-146508-146726-147752-147992-148612-154634-157710-159488-159612-160058-161432
2522,14047-16163
2523,14049-17697-17732-17802-17939-18300-18463-21347-27820-28298-28423-28470-28493-28503-31643-32220-32900-35118-35282-36888-38151-38412-42398-60467-63082-66022-76504-102452-106745-112162
2524,14053
2525,14057-22202-24382-91230-91779-142588
2526,14201-14235
2527,14203-14421-16815-16817-19073-19659-19661-19663-19665-19671-19672-19676-19723-29707-32802-35674-134438
2528,14207
2529,14215-14225-14227-14229-14231-14233-14243
2530,14247
2531,14250-14266-16682-155136
2532,14251
2533,14253
2534,14267-14301
2535,14270-14290-14742-14780-16852-17156-17282-18852-18854-18898-19248-19456-19964-20074-20076-20078-20082-20094-20106-20158-20350-20352-20356-20380-20388-20404-20420-20430-20434-20466-20482-20492-20562-20566-20586-20670-20686-20700-20708-20748-20770-20810-20826-20834-20874-20892-20912-20948-20950-20964-20990-21128-21138-21194-21226-21392-21414-21528-21554-21620-21752-21820-21828-21852-22028-22034-22054-22058-22182-22200-22272-22280-22284-22324-22424-22436-22640-22716-22740-22744-22782-22796-22854-23058-23086-23120-23124-23162-23170-23180-23230-23242-23294-23540-23554-23556-23564-23826-23832-23844-23929-23950-23962-24192-24220-24600-24698-24846-24996-25014-25120-25124-25280-25286-25362-25376-25492-25498-25844-25846-25876-25894-25896-25910-25966-26036-26040-26052-26072-26116-26144-26147-26160-26222-26464-26484-26548-26564-26700-26842-26872-27108-27116-27242-27304-27306-27356-27426-27428-27486-27514-27546-27618-27654-27692-27748-27754-27830-27838-27918-28024-28154-28182-28230-28232-28408-28446-28534-28540-28588-28646-28670-28702-28828-28842-28854-28866-28894-28968-29026-29136-29297-29332-29402-29430-29446-29494-29600-29730-30048-30084-30134-30172-30186-30288-30292-30324-30326-30352-30366-30562-30622-30630-30726-30790-30982-30986-31072-31248-31268-31290-31316-31336-31410-31464-31690-31727-31842-32010-32478-32506-32532-32554-32584-32598-33016-33026-33528-33852-34044-34056-34140-34348-34360-34368-34430-34458-34464-34571-34578-34640-34674-34948-35010-35046-35092-35128-35146-35158-35162-35188-35268-35278-35302-35330-35450-35486-35498-35698-35798-35884-35976-36046-36092-36128-36406-36422-36428-36598-36760-36898-36992-37018-37022-37084-37154-37162-37174-37314-37434-37449-37598-37600-37612-37619-37797-37834-37838-37952-38006-38008-38032-38184-38192-38270-38322-38334-38360-38430-38437-38520-38700-38722-38792-39030-39042-39056-39250-39326-39354-39504-39556-39658-39712-40046-40098-40242-40282-40350-40388-40402-40474-40494-40698-40752-40812-40924-40988-41194-41230-41316-41342-41356-41402-41455-41586-41724-41748-41770-41858-41930-41950-42016-42182-42296-42366-42422-42438-43102-43126-43158-43522-43647-43678-44026-44160-44228-44330-44709-44950-45206-45276-45434-45484-45506-45672-45884-46102-46158-46320-46376-46412-46508-46786-47022-47526-47546-47552-47578-48312-48416-48650-48928-49076-49200-49272-49338-49378-49646-49754-49850-50074-50806-50810-50894-51036-51054-51192-51406-51420-51458-51708-51848-52002-52245-52294-52862-52938-52946-53092-53210-53300-53370-53396-53632-53714-53910-53970-54172-54212-54272-54398-54588-54638-54680-54728-54738-54744-54880-54904-54978-55006-55024-55088-55120-55260-55300-55306-55568-55812-56024-56032-56386-56515-56516-56602-56702-57130-57144-57372-57386-57396-57410-57514-57704-57708-57714-57720-57742-57748-57802-57920-58240-58496-58706-58959-59018-59138-59168-59784-59850-60102-60348-60756-61026-61050-61238-61316-61424-61506-61580-61800-61934-62288-62346-62372-62396-62612-62686-62730-62732-62812-62928-62966-63256-63326-63402-63406-63408-63418-63542-63772-63786-63828-64312-64358-64404-64420-64442-64458-64520-64532-64724-64752-64798-64812-64830-64870-65244-65400-65410-65544-65776-65856-66082-66366-66394-66590-66602-66620-66632-66772-66828-66920-67134-67426-67512-67518-67520-67706-67910-68240-68818-68836-68852-69208-69438-69614-69858-69998-70070-70200-70414-70468-70660-70923-71114-71168-71308-71322-71342-71398-71630-71836-71848-71856-71996-72116-72174-72182-72396-72600-73038-73306-73316-73398-73884-73946-74058-74314-74443-74488-74496-74612-74706-74756-74804-75006-75060-75264-75274-75318-75470-76064-76274-76302-76404-76588-76608-76812-76860-76864-77156-77274-77366-77378-77416-77430-77520-77908-78051-78214-78244-78338-78890-79008-79074-79126-79228-79396-79454-79896-79914-80030-80078-80162-80164-80214-80990-81082-81277-81486-81618-81752-81760-82250-82256-82836-83530-83754-83950-83986-84156-84178-84464-84466-84650-84770-85154-85166-85270-85372-85376-85396-85536-85732-85782-86008-86056-86330-86586-86622-86788-87092-87392-87468-87660-87678-88126-88128-88230-88310-88446-88958-88968-88980-89050-89248-89256-89364-89442-90248-90300-90558-90580-90616-90668-90832-90842-90950-91070-91172-91306-91310-91328-91404-91818-91834-91894-92110-92164-92174-92534-92572-92822-92910-93023-93054-93108-93282-93582-93853-94082-94128-94696-95276-95342-95354-95636-95756-95956-96068-96640-96654-96968-97018-98012-98026-98119-98200-98248-98444-98530-98549-98592-98898-98956-99006-99198-99576-99722-99784-99912-99938-100110-100242-100760-100944-100984-100994-101076-101280-101462-101690-101822-102110-102138-102272-102349-102432-102542-102592-102836-103052-103146-103192-103300-103542-103608-103810-103860-103996-104096-104182-104198-104400-104624-104798-104948-105150-105174-105242-105244-105420-105818-105826-105832-105874-105956-106280-106462-106474-106488-106510-106514-106606-106668-106778-106950-107026-107190-107422-107436-107460-107594-107756-107790-107862-107934-108144-108186-108248-108336-108356-108374-108732-108816-108826-109016-109110-109302-109526-109718-110108-110130-110174-110360-110438-110638-110650-110720-110742-111046-111050-111218-111242-111248-111296-111378-111468-111472-111622-111650-111796-111894-111970-112028-112176-112182-112286-112514-112592-112952-113020-113348-113354-113374-113378-113434-113682-113728-114204-114248-114750-114960-115026-115064-115316-115416-115456-115720-115808-115846-115950-116028-116090-116226-116230-116232-116368-116566-116578-116580-116892-116942-117412-118008-118480-118496-118542-118608-118790-118830-118840-119286-119428-119646-119698-120152-120452-120464-120670-121058-121408-121440-122220-122246-122594-123204-123366-124180-124224-124306-124336-124358-124440-124644-124972-125064-125412-125736-125994-126034-126102-126114-126354-126390-126554-126666-126740-127032-127584-127696-127760-127822-127944-127996-128824-128834-128868-129010-129018-129070-129140-129308-129368-129976-129998-130036-130480-130518-130808-130824-130956-130964-130986-131000-131038-131068-131234-131268-132100-132612-132812-133040-133094-133124-133158-133196-133554-133790-133993-134022-134174-134264-134368-134628-135054-135110-135318-135392-135614-135640-135924-136090-136150-137062-137072-137300-137356-137388-137476-137514-137562-138046-138170-138472-138578-138584-138952-138958-139046-139188-139240-139402-139566-139594-139610-139806-139846-139852-139882-139920-139922-139924-139936-139948-139984-139988-140184-140186-140224-140308-140336-140588-140770-140850-140938-140954-141196-141726-141744-141876-142298-142456-142616-142628-142738-142891-143272-143338-143344-143454-143554-143668-143722-143810-144172-144356-144428-144766-145076-145458-145982-145992-146028-146054-146146-146458-146504-147016-147180-147258-147654-147706-147728-147778-148234-148306-148398-148664-148834-148866-149258-149340-149660-149938-150218-150480-150700-150818-151298-151658-151682-151698-151868-151988-152016-152222-152244-152402-152426-152642-152708-152766-153094-153522-154146-154176-154340-154394-154472-154498-154654-154660-154782-154786-154858-154960-155032-155698-155734-155824-156052-156292-156328-156352-156380-156434-156462-156464-156536-156916-157108-157222-157756-158042-158312-158322-158326-158328-158956-159152-159232-159470-159562-159576-159636-159754-159838-159984-160098-160346-160418-160440-160552-160762-161058-161140-161248-161422-161452-161466-162024-162226-162306-162536
2536,14271-14291
2537,14277-14471-14519-15806-18229-18231-18397-18398-18868-21400-21542-23484-28002-40234-41682-48266-76505-110325-118272-119632-130690-148174-149136-149266
2538,14281-16031-38709
2539,14287-14289
2540,14293
2541,14295-14365-14749-50323-76549-122726-122736-122796-128831-128837-128883-128974-134599-140456-140476-140483-144460-151918-160286
2542,14299
2543,14307
2544,14309-14313-14351
2545,14315-14325-14327-14329-14335-14343-18179-27734-27824-35350
2546,14317-27670
2547,14321-15405-15430-16098-18377-19119-19626-20668-39840-41006-61834-66211-91921-106496-154428-158661-158852-158883-158970-158974-159039-159644
2548,14337-14339
2549,14341-14347-20025
2550,14349
2551,14353-15839-16428-18739-18745
2552,14359-33777-70459
2553,14361
2554,14367-14391-14425-14611-14847-16170-19281-41218-45822-46321-47208-58769-66645-87284
2555,14381-14453-76191
2556,14385-14411
2557,14397-14399
2558,14401-14403
2559,14405
2560,14407-30857-30861-78326-81080
2561,14423-138386
2562,14433
2563,14437
2564,14439-14593-14617-14791
2565,14445-14457-14459-14463
2566,14447
2567,14451-15046-22426-23944-23966-29192-31003-68542-70416-76326-91608-115976-151996-152054-152240-157516-159106
2568,14461-14497-14501-14559-15331-16387-16580-26493-26495-26497-26499-27398-37936-39038-48806-63232-74984-75150-84748-99884-106296-107748-113554-135098-137848-138935-138984-138993-138994-139004-139427-139434-139446-139475-139479-139484-139487-139490-139606-140200-140202-140286-140350-140955-141165-141608-141614-141622-141626-141633-141634-141643-141684-141688-142096-142110-142276-142564-142582-143246-144257-151472-154244-158216
2569,14469-20863-115081-115134
2570,14475
2571,14479
2572,14485-18213-40206-41992-42561-46240-47338-58650-70832-70968-91773-153596
2573,14513
2574,14531-17309-17314-17448-17485-25484-26393
2575,14539-22755-25978-45944-65488-126061-126268
